"","sampleid","Name.2","Community","Species","replicate","BreakingBag","parent","Location","Experiment","Part_Time0D_17","Part_Time0D_6","Part_Time4M_64","Part_Time7D_rep1_2","Part_Time7D_rep2_2","Part_Time7D_rep3_2","Part_Time7D_rep4_2","replicate.partition","partition","ExpCompact","exp.replicate.partition","exp.partition"
"1152","WP09.2",NA,NA,NA,"Rep2",NA,"WP09","WaterersPark","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1153","WP09.3",NA,NA,NA,"Rep3",NA,"WP09","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1154","WP09.4",NA,NA,NA,"Rep4",NA,"WP09","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1155","WP10.1",NA,NA,NA,"Rep1",NA,"WP10","WaterersPark","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1156","WP10.2",NA,NA,NA,"Rep2",NA,"WP10","WaterersPark","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1157","WP10.3",NA,NA,NA,"Rep3",NA,"WP10","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1158","WP10.4",NA,NA,NA,"Rep4",NA,"WP10","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1159","WP11.1",NA,NA,NA,"Rep1",NA,"WP11","WaterersPark","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1160","WP11.2",NA,NA,NA,"Rep2",NA,"WP11","WaterersPark","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1161","WP11.3",NA,NA,NA,"Rep3",NA,"WP11","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1162","WP11.4",NA,NA,NA,"Rep4",NA,"WP11","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1163","WP12.1",NA,NA,NA,"Rep1",NA,"WP12","WaterersPark","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"1164","WP12.2",NA,NA,NA,"Rep2",NA,"WP12","WaterersPark","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"1165","WP12.3",NA,NA,NA,"Rep3",NA,"WP12","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1166","WP12.4",NA,NA,NA,"Rep4",NA,"WP12","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1167","WP13.1",NA,NA,NA,"Rep1",NA,"WP13","WaterersPark","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"1168","WP13.2",NA,NA,NA,"Rep2",NA,"WP13","WaterersPark","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"1169","WP13.3",NA,NA,NA,"Rep3",NA,"WP13","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1170","WP13.4",NA,NA,NA,"Rep4",NA,"WP13","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1171","WP14.1",NA,NA,NA,"Rep1",NA,"WP14","WaterersPark","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1172","WP14.2",NA,NA,NA,"Rep2",NA,"WP14","WaterersPark","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"1173","WP14.3",NA,NA,NA,"Rep3",NA,"WP14","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1174","WP14.4",NA,NA,NA,"Rep4",NA,"WP14","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1175","WP15.1",NA,NA,NA,"Rep1",NA,"WP15","WaterersPark","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"1176","WP15.2",NA,NA,NA,"Rep2",NA,"WP15","WaterersPark","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"1177","WP15.3",NA,NA,NA,"Rep3",NA,"WP15","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1178","WP15.4",NA,NA,NA,"Rep4",NA,"WP15","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1179","WP16.1",NA,NA,NA,"Rep1",NA,"WP16","WaterersPark","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"1180","WP16.2",NA,NA,NA,"Rep2",NA,"WP16","WaterersPark","7D_rep2",NA,NA,NA,NA,2,NA,NA,"Rep2.Class2","Class2","Final","Final.Rep2.Class2","Final.Class2"
"1181","WP16.3",NA,NA,NA,"Rep3",NA,"WP16","WaterersPark","7D_rep3",NA,NA,NA,NA,NA,2,NA,"Rep3.Class2","Class2","Final","Final.Rep3.Class2","Final.Class2"
"1182","WP16.4",NA,NA,NA,"Rep4",NA,"WP16","WaterersPark","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1183","WYC15.1",NA,NA,NA,"Rep1",NA,"WYC15","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1184","WYC15.2",NA,NA,NA,"Rep2",NA,"WYC15","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1185","WYC15.3",NA,NA,NA,"Rep3",NA,"WYC15","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1186","WYC15.4",NA,NA,NA,"Rep4",NA,"WYC15","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1187","WYC41.1",NA,NA,NA,"Rep1",NA,"WYC41","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1188","WYC41.2",NA,NA,NA,"Rep2",NA,"WYC41","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1189","WYC41.3",NA,NA,NA,"Rep3",NA,"WYC41","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1190","WYC41.4",NA,NA,NA,"Rep4",NA,"WYC41","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1191","WYC42.1",NA,NA,NA,"Rep1",NA,"WYC42","WythamWoods","7D_rep1",NA,NA,NA,2,NA,NA,NA,"Rep1.Class2","Class2","Final","Final.Rep1.Class2","Final.Class2"
"1192","WYC42.2",NA,NA,NA,"Rep2",NA,"WYC42","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1193","WYC42.3",NA,NA,NA,"Rep3",NA,"WYC42","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1194","WYC42.4",NA,NA,NA,"Rep4",NA,"WYC42","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1195","WYD06.1",NA,NA,NA,"Rep1",NA,"WYD06","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1196","WYD06.2",NA,NA,NA,"Rep2",NA,"WYD06","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1197","WYD06.3",NA,NA,NA,"Rep3",NA,"WYD06","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1198","WYD06.4",NA,NA,NA,"Rep4",NA,"WYD06","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1199","WYD09.1",NA,NA,NA,"Rep1",NA,"WYD09","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1200","WYD09.2",NA,NA,NA,"Rep2",NA,"WYD09","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1201","WYD09.3",NA,NA,NA,"Rep3",NA,"WYD09","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1202","WYD09.4",NA,NA,NA,"Rep4",NA,"WYD09","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1203","WYM02.1",NA,NA,NA,"Rep1",NA,"WYM02","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1204","WYM02.2",NA,NA,NA,"Rep2",NA,"WYM02","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1205","WYM02.3",NA,NA,NA,"Rep3",NA,"WYM02","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1206","WYM02.4",NA,NA,NA,"Rep4",NA,"WYM02","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1207","WYM21.1",NA,NA,NA,"Rep1",NA,"WYM21","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1208","WYM21.2",NA,NA,NA,"Rep2",NA,"WYM21","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1209","WYM21.3",NA,NA,NA,"Rep3",NA,"WYM21","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1210","WYM21.4",NA,NA,NA,"Rep4",NA,"WYM21","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1215","WYM25.1",NA,NA,NA,"Rep1",NA,"WYM25","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1216","WYM25.2",NA,NA,NA,"Rep2",NA,"WYM25","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1217","WYM25.3",NA,NA,NA,"Rep3",NA,"WYM25","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1218","WYM25.4",NA,NA,NA,"Rep4",NA,"WYM25","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1219","WYM27.1",NA,NA,NA,"Rep1",NA,"WYM27","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1220","WYM27.2",NA,NA,NA,"Rep2",NA,"WYM27","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1221","WYM27.3",NA,NA,NA,"Rep3",NA,"WYM27","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1222","WYM27.4",NA,NA,NA,"Rep4",NA,"WYM27","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1223","WYM29.1",NA,NA,NA,"Rep1",NA,"WYM29","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1224","WYM29.2",NA,NA,NA,"Rep2",NA,"WYM29","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1225","WYM29.3",NA,NA,NA,"Rep3",NA,"WYM29","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1226","WYM29.4",NA,NA,NA,"Rep4",NA,"WYM29","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1227","WYM33.1",NA,NA,NA,"Rep1",NA,"WYM33","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1228","WYM33.2",NA,NA,NA,"Rep2",NA,"WYM33","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1229","WYM33.3",NA,NA,NA,"Rep3",NA,"WYM33","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1230","WYM33.4",NA,NA,NA,"Rep4",NA,"WYM33","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1231","WYM39.1",NA,NA,NA,"Rep1",NA,"WYM39","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1232","WYM39.2",NA,NA,NA,"Rep2",NA,"WYM39","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1233","WYM39.3",NA,NA,NA,"Rep3",NA,"WYM39","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1234","WYM39.4",NA,NA,NA,"Rep4",NA,"WYM39","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1235","WYT01.1",NA,NA,NA,"Rep1",NA,"WYT01","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1236","WYT01.2",NA,NA,NA,"Rep2",NA,"WYT01","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1237","WYT01.3",NA,NA,NA,"Rep3",NA,"WYT01","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1238","WYT01.4",NA,NA,NA,"Rep4",NA,"WYT01","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1239","WYT02.1",NA,NA,NA,"Rep1",NA,"WYT02","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1240","WYT02.2",NA,NA,NA,"Rep2",NA,"WYT02","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1241","WYT02.3",NA,NA,NA,"Rep3",NA,"WYT02","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1242","WYT02.4",NA,NA,NA,"Rep4",NA,"WYT02","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1243","WYT03.1",NA,NA,NA,"Rep1",NA,"WYT03","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1244","WYT03.2",NA,NA,NA,"Rep2",NA,"WYT03","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1245","WYT03.3",NA,NA,NA,"Rep3",NA,"WYT03","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1246","WYT03.4",NA,NA,NA,"Rep4",NA,"WYT03","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1247","WYT04.1",NA,NA,NA,"Rep1",NA,"WYT04","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1248","WYT04.2",NA,NA,NA,"Rep2",NA,"WYT04","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1249","WYT04.3",NA,NA,NA,"Rep3",NA,"WYT04","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1250","WYT04.4",NA,NA,NA,"Rep4",NA,"WYT04","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1251","WYT05.1",NA,NA,NA,"Rep1",NA,"WYT05","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1252","WYT05.2",NA,NA,NA,"Rep2",NA,"WYT05","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1253","WYT05.3",NA,NA,NA,"Rep3",NA,"WYT05","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1254","WYT05.4",NA,NA,NA,"Rep4",NA,"WYT05","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1255","WYT06.1",NA,NA,NA,"Rep1",NA,"WYT06","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1256","WYT06.2",NA,NA,NA,"Rep2",NA,"WYT06","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1257","WYT06.3",NA,NA,NA,"Rep3",NA,"WYT06","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1258","WYT06.4",NA,NA,NA,"Rep4",NA,"WYT06","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1259","WYT07.1",NA,NA,NA,"Rep1",NA,"WYT07","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1260","WYT07.2",NA,NA,NA,"Rep2",NA,"WYT07","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1261","WYT07.3",NA,NA,NA,"Rep3",NA,"WYT07","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1262","WYT07.4",NA,NA,NA,"Rep4",NA,"WYT07","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1263","WYT08.1",NA,NA,NA,"Rep1",NA,"WYT08","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1264","WYT08.2",NA,NA,NA,"Rep2",NA,"WYT08","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1265","WYT08.3",NA,NA,NA,"Rep3",NA,"WYT08","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1266","WYT08.4",NA,NA,NA,"Rep4",NA,"WYT08","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1267","WYT09.1",NA,NA,NA,"Rep1",NA,"WYT09","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1268","WYT09.2",NA,NA,NA,"Rep2",NA,"WYT09","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1269","WYT09.3",NA,NA,NA,"Rep3",NA,"WYT09","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1270","WYT09.4",NA,NA,NA,"Rep4",NA,"WYT09","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1271","WYT10.1",NA,NA,NA,"Rep1",NA,"WYT10","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1272","WYT10.2",NA,NA,NA,"Rep2",NA,"WYT10","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1273","WYT10.3",NA,NA,NA,"Rep3",NA,"WYT10","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1274","WYT10.4",NA,NA,NA,"Rep4",NA,"WYT10","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1278","WYT116.1",NA,NA,NA,"Rep1",NA,"WYT116","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1279","WYT116.2",NA,NA,NA,"Rep2",NA,"WYT116","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1280","WYT116.3",NA,NA,NA,"Rep3",NA,"WYT116","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1281","WYT116.4",NA,NA,NA,"Rep4",NA,"WYT116","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1286","WYT13.1",NA,NA,NA,"Rep1",NA,"WYT13","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1287","WYT13.2",NA,NA,NA,"Rep2",NA,"WYT13","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1288","WYT13.3",NA,NA,NA,"Rep3",NA,"WYT13","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1289","WYT13.4",NA,NA,NA,"Rep4",NA,"WYT13","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
"1290","WYT14.1",NA,NA,NA,"Rep1",NA,"WYT14","WythamWoods","7D_rep1",NA,NA,NA,1,NA,NA,NA,"Rep1.Class1","Class1","Final","Final.Rep1.Class1","Final.Class1"
"1291","WYT14.2",NA,NA,NA,"Rep2",NA,"WYT14","WythamWoods","7D_rep2",NA,NA,NA,NA,1,NA,NA,"Rep2.Class1","Class1","Final","Final.Rep2.Class1","Final.Class1"
"1292","WYT14.3",NA,NA,NA,"Rep3",NA,"WYT14","WythamWoods","7D_rep3",NA,NA,NA,NA,NA,1,NA,"Rep3.Class1","Class1","Final","Final.Rep3.Class1","Final.Class1"
"1293","WYT14.4",NA,NA,NA,"Rep4",NA,"WYT14","WythamWoods","7D_rep4",NA,NA,NA,NA,NA,NA,1,"Rep4.Class1","Class1","Final","Final.Rep4.Class1","Final.Class1"
